1385530913729;80.0;49540179027783
1385530913736;78.0;49540230993783
1385530913740;80.0;49540286315783
1385530913746;76.0;49540335586783
1385530913804;74.0;49540386040783
1385530913814;78.0;49540435497783
1385530913858;76.0;49540485593783
1385530913971;70.0;49540596853783
1385530914022;68.0;49540648110783
1385530914070;72.0;49540696918783
1385530914126;68.0;49540752617783
1385530914179;70.0;49540805911783
1385530914230;74.0;49540856598783
1385530914280;68.0;49540905966783
1385530914331;70.0;49540958240783
1385530914382;72.0;49541008812783
1385530914442;74.0;49541067308783
1385530914491;76.0;49541116378783
1385530914542;82.0;49541167521783
1385530914600;78.0;49541225515783
1385530914650;82.0;49541276136783
1385530914700;78.0;49541326360783
1385530914748;74.0;49541375523783
1385530914798;78.0;49541425592783
1385530914856;80.0;49541477975783
1385530914901;88.0;49541527946783
1385530915010;82.0;49541636775783
1385530915061;78.0;49541687057783
1385530915120;76.0;49541745450783
1385530915170;70.0;49541796321783
1385530915275;68.0;49541899367783
1385530915331;70.0;49541955658783
1385530915380;78.0;49542007078783
1385530915431;76.0;49542057772783
1385530915490;78.0;49542116053783
1385530915540;80.0;49542166499783
1385530915591;78.0;49542216597783
1385530915644;76.0;49542270387783
1385530915701;70.0;49542327546783
1385530915753;72.0;49542378638783
1385530915801;74.0;49542427569783
1385530916012;76.0;49542637250783
1385530916059;78.0;49542685833783
1385530916219;80.0;49542845469783
1385530916271;72.0;49542897569783
1385530916380;68.0;49543006764783
1385530916426;76.0;49543053711783
1385530916535;78.0;49543161547783
1385530916588;80.0;49543215553783
1385530916640;78.0;49543266371783
1385530916742;74.0;49543369011783
1385530916850;76.0;49543476882783
1385530916903;72.0;49543528149783
1385530916961;68.0;49543586762783
1385530917059;70.0;49543685955783
1385530917162;72.0;49543788468783
1385530917212;78.0;49543838895783
1385530917271;74.0;49543897690783
1385530917320;80.0;49543947084783
1385530917479;76.0;49544106240783
1385530917583;74.0;49544210104783
1385530917642;76.0;49544268514783
1385530917692;80.0;49544318885783
1385530917742;76.0;49544368770783
1385530917801;74.0;49544427193783
1385530917949;76.0;49544576283783
1385530918005;74.0;49544631396783
1385530918110;78.0;49544736017783
1385530918213;76.0;49544838954783
1385530918271;80.0;49544897346783
1385530918321;78.0;49544946408783
1385530918371;80.0;49544997168783
1385530918479;78.0;49545105772783
1385530918529;80.0;49545155761783
1385530918579;78.0;49545206104783
1385530918731;76.0;49545357843783
1385530918789;70.0;49545416161783
1385530918889;74.0;49545516195783
1385530918944;70.0;49545571184783
1385530919000;76.0;49545626012783
1385530919054;74.0;49545678553783
1385530919098;76.0;49545725569783
1385530919153;80.0;49545779339783
1385530919211;78.0;49545836961783
1385530919312;70.0;49545937504783
1385530919370;68.0;49545995541783
1385530919468;70.0;49546095462783
1385530919521;74.0;49546146413783
1385530919573;76.0;49546199109783
1385530919624;74.0;49546248901783
1385530919682;76.0;49546307490783
1385530919890;74.0;49546516464783
1385530919940;76.0;49546566043783
1385530919999;78.0;49546624151783
1385530920101;82.0;49546728277783
1385530920153;76.0;49546778872783
1385530920207;74.0;49546833108783
1385530920256;72.0;49546883391783
1385530920309;68.0;49546935936783
1385530920360;72.0;49546986943783
1385530920472;76.0;49547094231783
1385530920518;72.0;49547145463783
1385530920573;68.0;49547198939783
1385530920621;64.0;49547247847783
1385530920729;66.0;49547356067783
1385530920782;68.0;49547407277783
1385530920841;66.0;49547465714783
1385530920889;68.0;49547515908783
1385530920991;72.0;49547618273783
1385530921043;70.0;49547669288783
1385530921102;64.0;49547727142783
1385530921151;62.0;49547777406783
1385530921202;68.0;49547827638783
1385530921259;62.0;49547885608783
1385530921309;64.0;49547935922783
1385530921359;66.0;49547986087783
1385530921415;64.0;49548040209783
1385530921464;68.0;49548089289783
1385530921522;70.0;49548147974783
1385530921681;68.0;49548305926783
1385530921731;70.0;49548357418783
1385530921779;66.0;49548405727783
1385530921991;70.0;49548617986783
1385530922042;64.0;49548668385783
1385530922100;66.0;49548726812783
1385530922200;64.0;49548826650783
1385530922250;68.0;49548876053783
1385530922354;66.0;49548980249783
1385530922413;62.0;49549038730783
1385530922461;66.0;49549088083783
1385530922621;68.0;49549247032783
1385530922671;72.0;49549297229783
1385530922729;66.0;49549355413783
1385530922779;68.0;49549405967783
1385530922830;64.0;49549455960783
1385530922882;66.0;49549508325783
1385530922932;64.0;49549558530783
1385530923045;66.0;49549669029783
1385530923090;68.0;49549716934783
1385530923150;66.0;49549776519783
1385530923298;64.0;49549925429783
1385530923349;68.0;49549975623783
1385530923402;66.0;49550028887783
1385530923512;64.0;49550136836783
1385530923560;58.0;49550186798783
1385530923611;54.0;49550237072783
1385530923664;58.0;49550291338783
1385530923720;56.0;49550346068783
1385530923770;66.0;49550396394783
1385530923824;68.0;49550448813783
1385530923871;66.0;49550498023783
1385530923981;60.0;49550606957783
1385530924027;56.0;49550653697783
1385530924079;58.0;49550705957783
1385530924131;48.0;49550756760783
1385530924234;44.0;49550860330783
1385530924342;46.0;49550968304783
1385530924499;44.0;49551125921783
1385530924550;46.0;49551176586783
1385530924605;44.0;49551231547783
1385530924659;38.0;49551285957783
1385530924770;32.0;49551393395783
1385530924812;30.0;49551438537783
1385530924920;26.0;49551546562783
1385530925021;28.0;49551646797783
1385530925077;30.0;49551701741783
1385530925129;26.0;49551755556783
1385530925179;22.0;49551805555783
1385530925234;16.0;49551858970783
1385530925285;14.0;49551910404783
1385530925344;16.0;49551968919783
1385530925389;14.0;49552016410783
1385530925499;16.0;49552125667783
1385530925551;14.0;49552176175783
1385530925601;12.0;49552226721783
1385530925649;8.0;49552275802783
1385530925752;10.0;49552378610783
1385530925811;14.0;49552437224783
1385530925912;10.0;49552537739783
1385530925971;8.0;49552596056783
1385530926019;6.0;49552645869783
1385530926070;8.0;49552696330783
1385530926124;6.0;49552748879783
1385530926172;8.0;49552799035783
1385530926231;14.0;49552857434783
1385530926389;12.0;49553015608783
1385530926439;8.0;49553066057783
1385530926497;6.0;49553117207783
1385530926539;8.0;49553165581783
1385530926590;6.0;49553216544783
1385530926691;4.0;49553318264783
1385530926750;6.0;49553376868783
1385530926800;10.0;49553426591783
1385530926959;6.0;49553586013783
1385530927009;2.0;49553635931783
1385530927061;0.0;49553688347783
1385530927173;2.0;49553797667783
1385530927220;4.0;49553847105783
1385530927271;2.0;49553897535783
1385530927329;6.0;49553955711783
1385530927429;4.0;49554055808783
1385530927484;6.0;49554109399783
1385530927535;0.0;49554159779783
1385530927751;4.0;49554376506783
1385530927798;2.0;49554425541783
1385530927850;4.0;49554476373783
1385530927953;2.0;49554579993783
1385530928009;4.0;49554635767783
1385530928061;2.0;49554687993783
1385530928112;6.0;49554738165783
1385530928166;8.0;49554791927783
1385530928220;4.0;49554846330783
1385530928270;6.0;49554896503783
1385530928325;2.0;49554950456783
1385530928421;0.0;49555046851783
1385530928534;2.0;49555158804783
1385530928631;4.0;49555257379783
1385530928939;0.0;49555565710783
1385530928992;2.0;49555618305783
1385530929043;0.0;49555668734783
1385530929100;2.0;49555726609783
1385530929150;0.0;49555776622783
1385530929462;2.0;49556089108783
1385530929521;0.0;49556147263783
1385530930251;2.0;49556876352783
1385530930353;0.0;49556979290783
1385530930411;2.0;49557037734783
1385530930514;0.0;49557138451783
1385530930822;4.0;49557448606783
1385530930933;6.0;49557557141783
1385530930979;0.0;49557606230783
1385530931763;2.0;49558388976783
1385530931821;4.0;49558447333783
1385530931870;6.0;49558496676783
1385530931921;2.0;49558547124783
1385530932029;0.0;49558655920783
1385530932282;2.0;49558908225783
1385530932340;4.0;49558966210783
1385530932439;6.0;49559065967783
1385530932494;2.0;49559120757783
1385530932549;0.0;49559175887783
1385530932604;2.0;49559228455783
1385530932652;0.0;49559278533783
1385530932701;2.0;49559328073783
1385530932763;4.0;49559388078783
1385530932811;10.0;49559437377783
1385530932860;6.0;49559486440783
1385530932969;2.0;49559595871783
1385530933071;4.0;49559698119783
1385530933121;2.0;49559748245783
1385530933181;4.0;49559806868783
1385530933231;0.0;49559856963783
1385530933344;4.0;49559965912783
1385530933391;6.0;49560016866783
1385530933443;8.0;49560065587783
1385530933492;6.0;49560118777783
1385530933650;10.0;49560276857783
1385530933700;8.0;49560327034783
1385530933759;6.0;49560385189783
1385530933810;4.0;49560436170783
1385530933858;6.0;49560485457783
1385530933910;4.0;49560535982783
1385530933963;8.0;49560589445783
1385530934070;12.0;49560696840783
1385530934122;14.0;49560748150783
1385530934182;16.0;49560806344783
1385530934228;14.0;49560855477783
1385530934279;8.0;49560906225783
1385530934329;10.0;49560956193783
1385530934383;12.0;49561008605783
1385530934432;10.0;49561058525783
1385530934483;14.0;49561108885783
1385530934543;10.0;49561167475783
1385530934646;16.0;49561271184783
1385530934700;18.0;49561325135783
1385530934800;20.0;49561426363783
1385530934854;22.0;49561479501783
1385530934952;26.0;49561578544783
1385530935010;28.0;49561636410783
1385530935061;26.0;49561686871783
1385530935219;20.0;49561845949783
1385530935269;24.0;49561895840783
1385530935372;28.0;49561998545783
1385530935424;32.0;49562049239783
1385530935530;34.0;49562156844783
1385530935580;36.0;49562206727783
1385530935639;40.0;49562265156783
1385530935689;44.0;49562315941783
1385530935739;42.0;49562365574783
1385530935792;40.0;49562418430783
1385530935901;44.0;49562527361783
1385530935947;46.0;49562574072783
1385530936000;52.0;49562626941783
1385530936059;56.0;49562685246783
1385530936159;54.0;49562785880783
1385530936209;52.0;49562835942783
1385530936263;50.0;49562888838783
1385530936312;52.0;49562938387783
1385530936362;50.0;49562988273783
1385530936420;54.0;49563046628783
1385530936469;56.0;49563096046783
1385530936520;62.0;49563146236783
1385530936629;64.0;49563255749783
1385530936679;66.0;49563305660783
1385530936731;70.0;49563358066783
1385530936784;78.0;49563409057783
1385530936831;90.0;49563457847783
1385530936891;94.0;49563516750783
1385530936939;96.0;49563566175783
1385530936989;100.0;49563616188783
1385530937094;106.0;49563720479783
1385530937152;120.0;49563778734783
1385530937204;128.0;49563829264783
1385530937263;134.0;49563888140783
1385530937313;142.0;49563939200783
1385530937360;148.0;49563987137783
1385530937419;150.0;49564045714783
1385530937469;158.0;49564095934783
1385530937520;160.0;49564146613783
1385530937574;168.0;49564200359783
1385530937635;192.0;49564258630783
1385530937681;204.0;49564307500783
1385530937731;218.0;49564358005783
1385530937791;226.0;49564417440783
1385530937840;230.0;49564466639783
1385530937890;240.0;49564516626783
1385530937948;242.0;49564570926783
1385530938002;252.0;49564626615783
1385530938054;264.0;49564679086783
1385530938101;268.0;49564727962783
1385530938152;274.0;49564778707783
1385530938211;282.0;49564837183783
1385530938260;284.0;49564886666783
1385530938310;290.0;49564936845783
1385530938370;294.0;49564995591783
1385530938419;302.0;49565045715783
1385530938470;308.0;49565096056783
1385530938524;314.0;49565148452783
1385530938678;316.0;49565304385783
1385530938731;312.0;49565357246783
1385530938780;314.0;49565406713783
1385530938890;318.0;49565516816783
1385530938941;320.0;49565566414783
1385530938997;316.0;49565619107783
1385530939041;322.0;49565667879783
1385530939093;324.0;49565718652783
1385530939152;332.0;49565777158783
1385530939199;344.0;49565826086783
1385530939250;352.0;49565876577783
1385530939305;356.0;49565931580783
1385530939359;364.0;49565985607783
1385530939409;378.0;49566035600783
1385530939460;388.0;49566085938783
1385530939511;390.0;49566138129783
1385530939563;394.0;49566188467783
1385530939620;396.0;49566246564783
1385530939670;394.0;49566296337783
1385530939722;398.0;49566346748783
1385530939776;402.0;49566401337783
1385530939829;406.0;49566455613783
1385530939879;416.0;49566505764783
1385530939932;422.0;49566558412783
1385530939984;434.0;49566609653783
1385530940032;444.0;49566658348783
1385530940090;466.0;49566716519783
1385530940139;468.0;49566766229783
1385530940190;478.0;49566816462783
1385530940257;482.0;49566877345783
1385530940299;488.0;49566925880783
1385530940350;500.0;49566976866783
1385530940402;502.0;49567028231783
1385530940451;510.0;49567078036783
1385530940504;514.0;49567128319783
1385530940559;518.0;49567185950783
1385530940609;522.0;49567235587783
1385530940659;528.0;49567285722783
1385530940713;532.0;49567339412783
1385530940760;536.0;49567386019783
1385530940812;540.0;49567439137783
1385530940862;544.0;49567488850783
1385530940920;542.0;49567546843783
1385530940970;550.0;49567596828783
1385530941021;556.0;49567647365783
1385530941081;564.0;49567705924783
1385530941129;568.0;49567755845783
1385530941180;572.0;49567806449783
1385530941332;576.0;49567958499783
1385530941391;562.0;49568017113783
1385530941440;556.0;49568066446783
1385530941491;544.0;49568117474783
1385530941549;534.0;49568175239783
1385530941600;530.0;49568226263783
1385530941649;520.0;49568275848783
1385530941704;514.0;49568328850783
1385530941751;512.0;49568378039783
1385530941802;510.0;49568428236783
1385530941860;506.0;49568486680783
1385530941909;510.0;49568536213783
1385530941960;508.0;49568586405783
1385530942014;522.0;49568641199783
1385530942071;524.0;49568697090783
1385530942124;528.0;49568749820783
1385530942174;522.0;49568799500783
1385530942232;516.0;49568857378783
1385530942279;504.0;49568906455783
1385530942330;492.0;49568957042783
1385530942385;478.0;49569011797783
1385530942440;466.0;49569066182783
1385530942490;462.0;49569116226783
1385530942543;460.0;49569169710783
1385530942602;462.0;49569228225783
1385530942701;460.0;49569327774783
1385530942751;454.0;49569377571783
1385530942806;450.0;49569432898783
1385530942861;446.0;49569485758783
1385530942911;448.0;49569537031783
1385530943012;446.0;49569638257783
1385530943063;442.0;49569688820783
1385530943123;430.0;49569746878783
1385530943171;398.0;49569797181783
1385530943220;380.0;49569846865783
1385530943279;364.0;49569905310783
1385530943329;348.0;49569955939783
1385530943381;340.0;49570006684783
1385530943429;328.0;49570055825783
1385530943484;314.0;49570108378783
1385530943531;304.0;49570158101783
1385530943591;288.0;49570216810783
1385530943640;276.0;49570266545783
1385530943692;264.0;49570317138783
1385530943744;250.0;49570371180783
1385530943799;226.0;49570425798783
1385530943852;220.0;49570478467783
1385530943903;214.0;49570528989783
1385530943952;212.0;49570578633783
1385530944010;204.0;49570636652783
1385530944059;190.0;49570685976783
1385530944109;178.0;49570735969783
1385530944163;168.0;49570788000783
1385530944211;156.0;49570837010783
1385530944263;150.0;49570889725783
1385530944323;142.0;49570948215783
1385530944371;138.0;49570997962783
1385530944422;124.0;49571048223783
1385530944481;122.0;49571106633783
1385530944530;114.0;49571156467783
1385530944592;110.0;49571206388783
1385530944689;106.0;49571315787783
1385530944739;102.0;49571365775783
1385530944792;98.0;49571418450783
1385530944842;90.0;49571468399783
1385530944901;84.0;49571526825783
1385530944950;88.0;49571576812783
1385530944999;82.0;49571626217783
1385530945050;80.0;49571676709783
1385530945106;76.0;49571731840783
1385530945208;72.0;49571835576783
1385530945261;70.0;49571888293783
1385530945375;64.0;49571996077783
1385530945421;58.0;49572046831783
1385530945469;56.0;49572095868783
1385530945521;50.0;49572146700783
1385530945575;54.0;49572199661783
1385530945629;52.0;49572255602783
1385530945731;54.0;49572357856783
1385530945792;52.0;49572417296783
1385530945890;48.0;49572516359783
1385530945945;44.0;49572571366783
1385530946000;40.0;49572626343783
1385530946052;34.0;49572678305783
1385530946154;30.0;49572779068783
1385530946212;34.0;49572837129783
1385530946313;32.0;49572936229783
1385530946359;30.0;49572985674783
1385530946414;34.0;49573040200783
1385530946469;32.0;49573095879783
1385530946522;36.0;49573148751783
1385530946574;30.0;49573198988783
1385530946634;28.0;49573257707783
1385530946679;22.0;49573306326783
1385530946731;26.0;49573357432783
1385530946792;30.0;49573416643783
1385530946888;32.0;49573515413783
1385530946941;34.0;49573568118783
1385530947052;36.0;49573677320783
1385530947151;40.0;49573776981783
1385530947261;38.0;49573886882783
1385530947359;36.0;49573985914783
1385530947472;34.0;49574097354783
1385530947521;32.0;49574148318783
1385530947628;24.0;49574252854783
1385530947679;20.0;49574305858783
1385530947732;16.0;49574358772783
1385530947784;14.0;49574409750783
1385530947940;16.0;49574566360783
1385530947986;10.0;49574613471783
1385530948095;8.0;49574721570783
1385530948200;6.0;49574825936783
1385530948252;4.0;49574878451783
1385530948310;6.0;49574928385783
1385530948357;8.0;49574984090783
1385530948409;10.0;49575036258783
1385530948515;8.0;49575141634783
1385530948623;12.0;49575248930783
1385530948672;14.0;49575298268783
1385530948723;16.0;49575348603783
1385530948770;22.0;49575397476783
1385530948830;24.0;49575456281783
1385530948880;26.0;49575506280783
1385530948929;32.0;49575555785783
1385530948983;34.0;49575610126783
1385530949039;32.0;49575665718783
1385530949091;26.0;49575717826783
1385530949142;22.0;49575768108783
1385530949191;14.0;49575817873783
1385530949249;16.0;49575875955783
1385530949299;10.0;49575926313783
1385530949400;8.0;49576025972783
1385530949452;4.0;49576078617783
1385530949502;2.0;49576128967783
1385530949562;0.0;49576187615783
1385530949661;2.0;49576287515783
1385530949720;4.0;49576345762783
1385530949875;2.0;49576498858783
1385530949919;8.0;49576545899783
1385530949971;4.0;49576598086783
1385530950023;8.0;49576648379783
1385530950085;14.0;49576709259783
1385530950129;12.0;49576755925783
1385530950180;16.0;49576806234783
1385530950284;20.0;49576910217783
1385530950441;18.0;49577067395783
1385530950492;26.0;49577118313783
1385530950550;28.0;49577176079783
1385530950598;30.0;49577225444783
1385530950700;22.0;49577325714783
1385530950749;16.0;49577375825783
1385530950802;8.0;49577428367783
1385530950911;10.0;49577536953783
1385530950957;12.0;49577583960783
1385530951011;18.0;49577637158783
1385530951119;24.0;49577745921783
1385530951272;20.0;49577898743783
1385530951324;24.0;49577948529783
1385530951430;30.0;49578056551783
1385530951481;28.0;49578107196783
1385530951536;26.0;49578162067783
1385530951589;20.0;49578216064783
1385530951640;12.0;49578266096783
1385530951692;10.0;49578318897783
1385530951800;14.0;49578426812783
1385530951851;16.0;49578477218783
1385530951960;14.0;49578586341783
1385530952015;16.0;49578640917783
1385530952172;18.0;49578798298783
1385530952221;14.0;49578847988783
1385530952280;8.0;49578906619783
1385530952329;6.0;49578956221783
1385530952437;2.0;49579060840783
1385530952591;0.0;49579218047783
1385530952692;2.0;49579318177783
1385530952750;0.0;49579376319783
1385530952800;4.0;49579426075783
1385530952848;2.0;49579475440783
1385530952950;6.0;49579576486783
1385530953002;4.0;49579628102783
1385530953051;6.0;49579677935783
1385530953102;2.0;49579728261783
1385530953160;0.0;49579786293783
1385530953209;4.0;49579835712783
1385530953310;2.0;49579936555783
1385530953472;6.0;49580098037783
1385530953735;8.0;49580360662783
1385530953786;10.0;49580410497783
1385530953842;8.0;49580468562783
1385530953942;10.0;49580568273783
1385530953996;6.0;49580622880783
1385530954102;8.0;49580726933783
1385530954150;6.0;49580776174783
1385530954203;8.0;49580830173783
1385530954259;6.0;49580885766783
1385530954313;4.0;49580938764783
1385530954358;6.0;49580984937783
1385530954412;2.0;49581037987783
1385530954470;6.0;49581096302783
1385530954570;10.0;49581196352783
1385530954620;12.0;49581245932783
1385530954929;16.0;49581556374783
1385530954985;14.0;49581611628783
1385530955039;20.0;49581665811783
1385530955092;26.0;49581718798783
1385530955142;28.0;49581768865783
1385530955201;34.0;49581827332783
1385530955250;38.0;49581876610783
1385530955301;36.0;49581927667783
1385530955360;40.0;49581985556783
1385530955410;42.0;49582036210783
1385530955460;50.0;49582085965783
1385530955572;58.0;49582198151783
1385530955622;62.0;49582248318783
1385530955676;68.0;49582298544783
1385530955730;72.0;49582356423783
1385530955778;74.0;49582405483783
1385530955829;84.0;49582455987783
1385530955935;88.0;49582561227783
1385530955992;92.0;49582618231783
1385530956041;100.0;49582667914783
1385530956092;102.0;49582718321783
1385530956150;106.0;49582776433783
1385530956249;110.0;49582875834783
1385530956300;112.0;49582926229783
1385530956355;110.0;49582980291783
1385530956409;114.0;49583035983783
1385530956464;118.0;49583088711783
1385530956511;120.0;49583137620783
1385530956563;118.0;49583188377783
1385530956618;120.0;49583242495783
1385530956669;118.0;49583296130783
1385530956719;122.0;49583345820783
1385530956774;124.0;49583400514783
1385530956830;122.0;49583456017783
1385530956882;124.0;49583508165783
1385530956932;122.0;49583558789783
1385530956981;124.0;49583607582783
1385530957040;120.0;49583666190783
1385530957194;122.0;49583820547783
1385530957302;120.0;49583928154783
1385530957355;122.0;49583977311783
1385530957403;124.0;49584028065783
1385530957506;126.0;49584132986783
1385530957559;124.0;49584185587783
1385530957716;120.0;49584339459783
1385530957774;118.0;49584397999783
1385530957821;120.0;49584447766783
1385530957872;118.0;49584497768783
1385530957980;116.0;49584606311783
1385530958082;120.0;49584708732783
1385530958133;116.0;49584759257783
1385530958241;112.0;49584866985783
1385530958349;110.0;49584975738783
1385530958449;108.0;49585075777783
1385530958504;104.0;49585130241783
1385530958562;102.0;49585188258783
1385530958610;98.0;49585237466783
1385530958717;94.0;49585343152783
1385530958769;96.0;49585395923783
1385530958820;98.0;49585446424783
1385530958874;100.0;49585501174783
1385530958929;104.0;49585556088783
1385530959033;102.0;49585658956783
1385530959082;104.0;49585708277783
1385530959196;106.0;49585816446783
1385530959239;112.0;49585866275783
1385530959299;116.0;49585925111783
1385530959350;124.0;49585976586783
1385530959452;136.0;49586078784783
1385530959508;138.0;49586135099783
1385530959562;144.0;49586187512783
1385530959610;152.0;49586236870783
1385530959666;164.0;49586292831783
1385530959719;174.0;49586345930783
1385530959771;184.0;49586396472783
1385530959821;194.0;49586446349783
1385530959872;204.0;49586498879783
1385530959931;216.0;49586557118783
1385530959980;230.0;49586606715783
1385530960040;274.0;49586659270783
1385530960086;320.0;49586712850783
1385530960139;374.0;49586765748783
1385530960189;430.0;49586815973783
1385530960240;482.0;49586866073783
1385530960291;518.0;49586918252783
1385530960344;552.0;49586969146783
1385530960402;592.0;49587027347783
1385530960450;638.0;49587076744783
1385530960501;688.0;49587126809783
1385530960560;738.0;49587185955783
1385530960609;830.0;49587235942783
1385530960660;878.0;49587285944783
1385530960712;920.0;49587338490783
1385530960762;964.0;49587388744783
1385530960821;988.0;49587447147783
1385530960870;1002.0;49587496726783
1385530960920;1016.0;49587546712783
1385530960979;1014.0;49587605891783
