1385469084031;120.26590864130706;31.48516510048752;-4.512627445687858;24.0;1385469323567
1385469085030;120.26590864130706;31.48516510048752;-0.6434007375523483;24.0;1385469324999
1385469086023;120.26590864130706;31.48516510048752;6.328607558664519;24.0;1385469325999
1385469088453;120.26590864130706;31.48516510048752;9.479742259428804;24.0;1385469327999
1385469089456;120.26590864130706;31.48516510048752;11.830751862752042;24.0;1385469328999
1385469090457;120.26590864130706;31.48516510048752;13.1650329902177;24.0;1385469329999
1385469091449;120.26590864130706;31.48516510048752;12.749107260710181;24.0;1385469330999
1385469092460;120.26590864130706;31.48516510048752;7.476737614129368;24.0;1385469331999
1385469093450;120.26594290723297;31.485186757684136;2.5879568648562294;24.0;1385469332999
1385469094451;120.26594290723297;31.485186757684136;2.9794315387637367;24.0;1385469333999
1385469095452;120.26597754921511;31.485253438131384;6.885404639382337;24.0;1385469334999
1385469096450;120.2660018806209;31.485274953355226;6.204877296899272;24.0;1385469335999
1385469097453;120.26602478036851;31.485291976306936;6.566968936097888;16.0;1385469336999
