1385735493002;0.49760437;-1.0053864;-0.67500305;1385735492694874948
1385735493003;0.5327301;-1.0053864;-0.6453705;1385735492704915231
1385735493005;0.5525818;-1.0007935;-0.62094116;1385735492715443795
1385735493007;0.55685425;-1.0551605;-0.6554413;1385735492725026315
1385735493009;0.5513611;-1.0823517;-0.741272;1385735492735066598
1385735493010;0.5293579;-1.0481415;-0.8573456;1385735492745137399
1385735493011;0.49882507;-0.9412384;-0.9776764;1385735492755269235
1385735493012;0.44995117;-0.8028717;-1.0754242;1385735492765370553
1385735493014;0.378479;-0.70666504;-1.1572723;1385735492775868600
1385735493015;0.2807312;-0.5927429;-1.2223358;1385735492785512155
1385735493017;0.17138672;-0.46568298;-1.251358;1385735492795552438
1385735493017;0.110305786;-0.372818;-1.254715;1385735492805653756
1385735493018;-0.045150757;-0.36946106;-1.2687683;1385735492815724557
1385735493019;-0.25527954;-0.52005005;-1.3029633;1385735492825764840
1385735493020;-0.3954773;-0.8386078;-1.2837219;1385735492835774606
1385735493021;-0.40830994;-1.1251068;-1.1704102;1385735492846120065
1385735493022;-0.38111877;-1.0799103;-1.0390778;1385735492855916207
1385735493023;-0.3670807;-0.891449;-0.9251404;1385735492866017526
1385735493024;-0.3866272;-0.6529083;-0.8377991;1385735492876057809
1385735493025;-0.42388916;-0.37924194;-0.7776184;1385735492886250680
1385735493026;-0.4519806;-0.14527893;-0.7247772;1385735492896290963
1385735493026;-0.4431305;-0.0032653809;-0.65452576;1385735492906331246
1385735493028;-0.37409973;0.03981018;-0.5754242;1385735492916402047
1385735493029;-0.32003784;0.019943237;-0.5140381;1385735492926472848
1385735493030;-0.2558899;-0.11442566;-0.5018158;1385735492936482614
1385735493031;-0.18717957;-0.21522522;-0.5531311;1385735492946828073
1385735493032;-0.12211609;-0.28240967;-0.6505585;1385735492956654733
1385735493033;-0.077819824;-0.33525085;-0.7134857;1385735492966725534
1385735493035;-0.03414917;-0.39390564;-0.73760986;1385735492976839543
1385735493184;0.02508545;-0.4449005;-0.71165466;1385735492987001896
1385735493185;0.053497314;-0.49194336;-0.6536102;1385735492996981144
1385735493186;0.12924194;-0.5279846;-0.61909485;1385735493007082463
1385735493188;0.2242279;-0.53868103;-0.53907776;1385735493017611027
1385735493189;0.28959656;-0.5319519;-0.52593994;1385735493027224064
1385735493200;0.31219482;-0.5307312;-0.53175354;1385735493037264347
1385735493201;0.2611847;-0.5429535;-0.5864258;1385735493047335148
1385735493202;0.13046265;-0.6028137;-0.6795807;1385735493057405949
1385735493203;-0.058273315;-0.7145996;-0.7815857;1385735493067507267
1385735493207;-0.24398804;-0.8190613;-0.86528015;1385735493077913761
1385735493208;-0.3942566;-0.9277954;-0.9266815;1385735493087679386
1385735493209;-0.52375793;-0.9720917;-0.937973;1385735493097719670
1385735493209;-0.6150818;-0.9473419;-0.9074249;1385735493107790470
1385735493211;-0.6624298;-0.8993988;-0.8188629;1385735493118349552
1385735493211;-0.6230316;-0.84716797;-0.69148254;1385735493127962590
1385735493212;-0.57995605;-0.8163147;-0.54151917;1385735493137972355
1385735493213;-0.45993042;-0.8147888;-0.42147827;1385735493148043156
1385735493214;-0.3108673;-0.7646942;-0.33963013;1385735493158113957
1385735493215;-0.15785217;-0.7084961;-0.3387146;1385735493168215275
1385735493216;-0.030181885;-0.69688416;-0.42393494;1385735493178652287
1385735493347;0.04800415;-0.6877289;-0.5790863;1385735493188387394
1385735493348;0.06478882;-0.6782532;-0.76449585;1385735493198397160
1385735493348;0.059295654;-0.7005615;-0.84939575;1385735493208498478
1385735493362;0.018066406;-0.75920105;-1.0247192;1385735493219118595
1385735493363;-0.035980225;-0.8419647;-1.0555725;1385735493228640080
1385735493365;-0.07354736;-0.86946106;-1.0671692;1385735493238680363
1385735493366;-0.10256958;-0.8725128;-1.0100555;1385735493248751164
1385735493367;-0.1111145;-0.8358612;-0.90071106;1385735493258821965
1385735493368;-0.12150574;-0.7900543;-0.78648376;1385735493268923283
1385735493383;-0.16792297;-0.73384094;-0.7018738;1385735493279360295
1385735493384;-0.23542786;-0.68070984;-0.6633911;1385735493289125920
1385735493389;-0.352417;-0.63916016;-0.66308594;1385735493299135685
1385735493390;-0.44984436;-0.61320496;-0.659729;1385735493309206486
1385735493391;-0.51582336;-0.58296204;-0.6340637;1385735493319765568
1385735493394;-0.5314026;-0.52890015;-0.56625366;1385735493329348088
1385735493396;-0.48893738;-0.49346924;-0.44195557;1385735493339388371
1385735493397;-0.39334106;-0.45254517;-0.283432;1385735493349489689
1385735493398;-0.25772095;-0.4128418;-0.14567566;1385735493359529972
1385735493399;-0.10684204;-0.34350586;-0.03327942;1385735493369631291
1385735493402;0.038528442;-0.2537079;0.0018310547;1385735493380098820
1385735493403;0.17353821;-0.15748596;-0.00579834;1385735493389894963
1385735493407;0.22605896;-0.0942688;-0.02319336;1385735493399874211
1385735493412;0.32685852;-0.07594299;-0.044570923;1385735493409975529
1385735493423;0.41757202;-0.05305481;-0.05923462;1385735493420076847
1385735493432;0.5034027;-0.06373596;-0.038772583;1385735493430117131
1385735493442;0.59259033;-0.09640503;0.036346436;1385735493440157414
1385735493452;0.6912384;-0.11747742;0.12797546;1385735493450411320
1385735493464;0.7721863;-0.12327576;0.2119751;1385735493460299015
1385735493474;0.82899475;-0.10525513;0.25228882;1385735493470308781
1385735493485;0.8268585;-0.086013794;0.23182678;1385735493480379582
1385735493492;0.7850189;-0.06678772;0.1878357;1385735493490480900
1385735493502;0.71354675;-0.060684204;0.12767029;1385735493500582219
1385735493512;0.6359558;-0.05029297;0.071777344;1385735493510653019
1385735493524;0.5376129;-0.0069274902;0.028717041;1385735493520815373
1385735493533;0.4545288;0.06576538;0.020462036;1385735493530825138
1385735493560;0.39344788;0.14395142;0.02658081;1385735493540865422
1385735493563;0.3403015;0.21572876;0.045822144;1385735493551149845
1385735493565;0.27981567;0.2875061;0.05833435;1385735493560976506
1385735493574;0.23583984;0.34768677;0.068725586;1385735493571047306
1385735493584;0.2059021;0.39471436;0.083999634;1385735493581087590
1385735493593;0.19613647;0.44236755;0.090408325;1385735493591188908
1385735493603;0.19032288;0.49612427;0.08918762;1385735493601229191
1385735493613;0.16040039;0.512619;0.07086182;1385735493611330510
1385735493623;0.11244202;0.5202484;0.053756714;1385735493621859074
1385735493633;0.046157837;0.4994812;0.05986023;1385735493631472111
1385735493643;-0.03048706;0.43595886;0.072387695;1385735493641512394
1385735493653;-0.123031616;0.3391266;0.10079956;1385735493651583195
1385735493663;-0.16976929;0.220932;0.15364075;1385735493661684513
1385735493674;-0.17251587;0.17388916;0.21990967;1385735493671755314
1385735493685;-0.12516785;0.23130798;0.28131104;1385735493682192326
1385735493693;-0.076293945;0.31774902;0.3246765;1385735493691957951
